submission_id,tool,actual_type,detected_as_ai,confidence_score,text_length,subject,grade_level,writing_style_score,perplexity_score,detection_probability
SUB0000,Copyleaks,ai_generated,False,0.23052666436266045,4354,HIST,Graduate,0.3711458691696936,0.381354803997055,0.6535107579871052
SUB0001,Copyleaks,human_written,False,0.6435459759099984,1056,PSYCH,Graduate,0.528366682490591,0.2484991723644308,0.01032924347464273
SUB0002,Originality.ai,human_written,False,0.6193674746842542,2145,PSYCH,Freshman,0.25435926238149925,0.31196002626671043,0.009574808702759716
SUB0003,Copyleaks,human_written,False,0.570964956354036,1579,MATH,Freshman,0.575367090009351,0.2638689438032709,0.018074475161335424
SUB0004,GPTZero,human_written,False,0.3359574099331977,3153,BIO,Graduate,0.3107871512372899,0.35073410218928747,0.12195963868550236
SUB0005,Winston AI,human_written,False,0.2772246513029121,4969,BIO,Senior,0.40590298310730455,0.5307020916953611,0.12463674748651284
SUB0006,Turnitin,human_written,False,0.14422674187240483,3438,PHYS,Graduate,0.545918105151794,0.37842997697226155,0.10905428925279635
SUB0007,Winston AI,mixed,True,0.4542199805553765,1962,HIST,Graduate,0.7443749547351417,0.19595450343860715,0.4523642940831746
SUB0008,Turnitin,ai_generated,False,0.028336262019554408,4034,CS,Graduate,0.8854860553213002,0.16417883314738044,0.710306590853204
SUB0009,Turnitin,human_written,False,0.7285477611718126,2656,CS,Graduate,0.5650623831329519,0.3687065795858916,0.09399622577835809
SUB0010,Winston AI,human_written,False,0.8524686987662283,2021,CS,Junior,0.6490894635682478,0.20917938177114292,0.13192501376874022
SUB0011,Copyleaks,human_written,False,0.22372085072052425,1558,CHEM,Freshman,0.8180852180645752,0.32290746882057025,0.05222954038146685
SUB0012,Originality.ai,ai_generated,True,0.30716574178550254,4486,CS,Sophomore,0.5776132698784199,0.24324950661128764,0.6879041774793642
SUB0013,Copyleaks,human_written,False,0.06163029134051037,3147,PHYS,Graduate,0.30597385621938566,0.4336920437564713,0.05547697181182615
SUB0014,Winston AI,human_written,False,0.818260411605623,2181,HIST,Sophomore,0.3749545782637322,0.36744494024036684,0.14042995739222278
SUB0015,GPTZero,human_written,False,0.2622266205817256,4587,CS,Senior,0.29556328799750375,0.5012034130960611,0.1540851864919448
SUB0016,Copyleaks,mixed,True,0.6647808834258022,1287,PHYS,Freshman,0.7889311344098866,0.19521779458723076,0.24782436838575853
SUB0017,Turnitin,ai_generated,False,0.6836669405030803,1890,CHEM,Freshman,0.28729101170465954,0.43414319753737024,0.7807245142301957
SUB0018,GPTZero,ai_generated,True,0.34173182141274894,4827,MATH,Sophomore,0.6485357680557774,0.24130343129076778,0.912265792305219
SUB0019,Turnitin,ai_generated,True,0.578099642904057,2878,ENG,Junior,0.6324569191551543,0.2607678997487258,0.8325603681655201
SUB0020,Copyleaks,human_written,False,0.3157825782351691,2311,PSYCH,Junior,0.38597404173271693,0.31779168070098723,0.05796098279094694
SUB0021,Copyleaks,human_written,False,0.4629215737046636,4124,MATH,Junior,0.4874423060226182,0.4096700632108305,0.06271886815309421
SUB0022,Copyleaks,ai_generated,False,0.08501851010769118,871,HIST,Junior,0.5709576392349819,0.3937327291820877,0.7221677792408057
SUB0023,Winston AI,human_written,False,0.6023719629193347,4162,MATH,Graduate,0.5280943324734827,0.3996524633896581,0.10811006128536621
SUB0024,Winston AI,ai_generated,True,0.3429408962903523,1605,CHEM,Graduate,0.39933868596401845,0.28707547420474816,0.8692707815052158
SUB0025,GPTZero,ai_generated,True,0.015539257653105619,3181,PSYCH,Freshman,0.4427101592411953,0.25798864384239817,0.881721764157893
SUB0026,Winston AI,ai_generated,True,0.8033498572877846,4231,PSYCH,Junior,0.2886339608366034,0.259136408746333,0.9778818748213075
SUB0027,Turnitin,human_written,False,0.5223232415011473,3831,BIO,Sophomore,0.6110610683565856,0.312754239437051,0.0433048648557974
SUB0028,Originality.ai,human_written,False,0.6589583467404786,794,BIO,Sophomore,0.546720134489158,0.34303484419047525,0.0
SUB0029,Winston AI,mixed,False,0.35629178649905485,551,ENG,Junior,0.2561600950010823,0.325543384457205,0.2225187167720321
SUB0030,Winston AI,mixed,True,0.5972678346191496,4268,HIST,Senior,0.2253282682492475,0.17715561687342374,0.16866179863822006
SUB0031,Originality.ai,human_written,False,0.5217410932678643,1801,MATH,Junior,0.4261264413749502,0.29076586370081475,0.0
SUB0032,Winston AI,human_written,False,0.13445740733296968,4460,MATH,Senior,0.5130730910573262,0.5489461081260694,0.11984260057783136
SUB0033,Originality.ai,human_written,False,0.44535163817648177,628,CHEM,Graduate,0.5024473402528665,0.4314151811347785,0.0
SUB0034,GPTZero,human_written,False,0.3061730017275984,1203,MATH,Freshman,0.5050588087643191,0.4883082253069734,0.15095899677810384
SUB0035,Copyleaks,human_written,False,0.6539194867325158,4234,HIST,Junior,0.45035327395795915,0.35394539423561316,0.04683590652165551
SUB0036,GPTZero,human_written,False,0.78084636642434,4821,CHEM,Senior,0.2644965060380695,0.3315853449947455,0.1638132152273921
SUB0037,Turnitin,ai_generated,True,0.5365839175901279,4403,CHEM,Junior,0.7107413493827179,0.2475337592933197,0.8993654847643151
SUB0038,Copyleaks,human_written,False,0.10772190599052688,3688,CHEM,Freshman,0.41957417500640154,0.27359622380055987,0.0
SUB0039,GPTZero,human_written,False,0.2016766263097261,1424,PSYCH,Sophomore,0.5939735602265838,0.1609778074846537,0.15473284317881308
SUB0040,Copyleaks,ai_generated,True,0.44687086964802175,3776,HIST,Junior,0.27009491601651037,0.2803719348612063,0.8501700008901735
SUB0041,Originality.ai,human_written,False,0.48544973548306286,1286,CS,Senior,0.5693697958703976,0.36928575842374367,0.017477139564264152
SUB0042,Turnitin,ai_generated,True,0.2999110420996186,1712,CHEM,Freshman,0.4813359015340372,0.24309726377248064,0.7945662032686669
SUB0043,Winston AI,ai_generated,True,0.8240258959111075,1857,HIST,Freshman,0.5985590103138512,0.28834896216530176,1.0
SUB0044,Winston AI,ai_generated,True,0.8371334485076201,1055,CS,Graduate,0.7299746175028146,0.40038015483324796,0.9437476345141145
SUB0045,Originality.ai,human_written,False,0.8267791876779012,1799,MATH,Junior,0.2624525262259253,0.490780878898128,0.0
SUB0046,Turnitin,human_written,False,0.2559993407377868,1023,PHYS,Junior,0.2651563315415822,0.4025917985719278,0.05727041835094173
SUB0047,Winston AI,mixed,True,0.11269059746688925,4787,MATH,Sophomore,0.5642279371715864,0.3823194102692887,0.5824786365547969
SUB0048,Turnitin,human_written,False,0.8071047122067374,1046,HIST,Sophomore,0.5073962497280334,0.3768839675968897,0.031753204776657225
SUB0049,Turnitin,human_written,False,0.3731373832533708,3703,ENG,Graduate,0.3712466968820865,0.2165686925959428,0.06750328935494201
SUB0050,Turnitin,ai_generated,True,0.12928770589480243,3880,PHYS,Sophomore,0.41133248939229367,0.3763260921874842,0.7944987880550313
SUB0051,Originality.ai,human_written,False,0.5240925989704375,4730,CS,Freshman,0.4707985006463004,0.3765449238432276,0.015337598356187226
SUB0052,Winston AI,mixed,True,0.2545166126180932,569,BIO,Freshman,0.4850045330274645,0.14043632391103167,0.365937270028294
SUB0053,Winston AI,human_written,False,0.1968202352134927,4365,CS,Junior,0.5043186220607723,0.2557993168039596,0.1696254371866212
SUB0054,Copyleaks,ai_generated,True,0.4912972329314029,2776,ENG,Senior,0.8254904882120815,0.15763173631160768,0.6348157268425341
SUB0055,Copyleaks,mixed,True,0.4927405733993958,4379,CS,Senior,0.659088850397355,0.34575164901267474,0.49903944571017933
SUB0056,Originality.ai,ai_generated,True,0.3724519306418281,2427,ENG,Freshman,0.3146243387971662,0.31743753856750173,0.7817337960136299
SUB0057,Turnitin,human_written,True,0.2745433264031873,3529,PHYS,Sophomore,0.5599473658128451,0.25853842502230273,0.07832018427984475
SUB0058,Winston AI,mixed,True,0.6220664227243935,1154,ENG,Senior,0.32161513023843064,0.40539857711828764,0.5658009417450709
SUB0059,Turnitin,ai_generated,True,0.2563964033609104,1508,MATH,Graduate,0.5189000778566101,0.2709962560393627,0.8138367476382841
SUB0060,Winston AI,mixed,False,0.179865572402039,755,PSYCH,Freshman,0.5119634790348824,0.21407668579035788,0.44908132391210387
SUB0061,Copyleaks,mixed,False,0.6175610225100623,1565,CHEM,Senior,0.06622511015746901,0.17501125191417424,0.45457947533865317
SUB0062,Copyleaks,mixed,False,0.5851536624991374,4166,CHEM,Junior,0.3491219652876554,0.12906903047089544,0.46770175185295726
SUB0063,Copyleaks,human_written,False,0.21864812586140994,1271,BIO,Freshman,0.3358452803674785,0.26192055688607907,0.0037307499162314572
SUB0064,Winston AI,human_written,False,0.4462612672616257,750,MATH,Junior,0.7694485889727027,0.3796982182713619,0.14908466455118308
SUB0065,GPTZero,ai_generated,True,0.11594698603530293,1574,MATH,Sophomore,0.44176354197176915,0.2893324318055679,1.0
SUB0066,GPTZero,ai_generated,False,0.23448116861773302,3991,MATH,Freshman,0.3851285029911933,0.29654782001686886,0.7301307187770835
SUB0067,Originality.ai,mixed,True,0.8634301563235732,4928,MATH,Graduate,0.5168481748204719,0.27026239207568936,0.31304248962281783
SUB0068,Winston AI,mixed,True,0.45414312048958183,3539,ENG,Freshman,0.7720111547773134,0.2657121138442436,0.5217522951967004
SUB0069,Copyleaks,ai_generated,True,0.3385111054372214,2694,PHYS,Sophomore,0.3086305767050054,0.284008397716456,0.9136504116730487
SUB0070,Originality.ai,human_written,False,0.5353320817831856,591,HIST,Senior,0.23874446703797342,0.2628725287385747,0.0
SUB0071,GPTZero,mixed,True,0.6213986096582351,4832,CHEM,Graduate,0.5224034302198678,0.21431481348722003,0.3310919058633425
SUB0072,Copyleaks,human_written,False,0.12371416440083027,2748,CS,Graduate,0.5068237214496129,0.35583364232117054,0.07569942309685865
SUB0073,Originality.ai,human_written,False,0.7579146428794848,4492,BIO,Senior,0.626716156367255,0.24824139475337265,0.0
SUB0074,Originality.ai,mixed,False,0.05933100877032883,708,CS,Senior,0.5266068756371701,0.0900126767780953,0.26001887470987767
SUB0075,Copyleaks,human_written,False,0.544882223961261,1178,CS,Graduate,0.8294334713229199,0.2691071355650262,0.0
SUB0076,Originality.ai,human_written,False,0.5144731094696574,1778,MATH,Junior,0.6204206087319831,0.5896518605519746,0.026415229916356184
SUB0077,Winston AI,human_written,False,0.6617895190941585,3225,HIST,Senior,0.6394114977186223,0.27273219684199,0.13729035571029102
SUB0078,Winston AI,mixed,True,0.2226470359151376,2564,PHYS,Freshman,0.6139884114571207,0.45293041944868856,0.5193322098355282
SUB0079,Copyleaks,ai_generated,True,0.2895208606861434,2761,CHEM,Sophomore,0.6807643480175043,0.14815463410329083,0.8110761333457578
SUB0080,Originality.ai,human_written,False,0.3056266819321865,2493,CS,Junior,0.328688264135843,0.3028926864061551,0.0
SUB0081,Turnitin,human_written,False,0.04264130377563489,2267,CS,Junior,0.5575152547105466,0.2300515220839193,0.07125680944569934
SUB0082,Turnitin,ai_generated,True,0.6374671736180276,1227,BIO,Senior,0.5241326574487654,0.20774073331724716,0.6096823407407981
SUB0083,Copyleaks,human_written,False,0.43536231778883994,2429,ENG,Senior,0.5221026909714866,0.23461016116744232,0.020819401395543162
SUB0084,Copyleaks,human_written,False,0.6237759889856166,3258,HIST,Freshman,0.3149340737666667,0.2835259069895898,0.04778204737483732
SUB0085,Winston AI,human_written,True,0.10893697470441047,4361,ENG,Graduate,0.6793220976238219,0.3096676121140232,0.12028202497143345
SUB0086,Turnitin,human_written,False,0.17573002178875052,2563,CHEM,Junior,0.9638961917694023,0.15355577665863324,0.013612251726495814
SUB0087,Winston AI,mixed,False,0.6402847136080463,1422,ENG,Sophomore,0.5296875001013113,0.4168843557402719,0.41814234077995016
SUB0088,Originality.ai,ai_generated,True,0.4916086827040419,4624,PHYS,Junior,0.6145001226400815,0.3511326644162355,0.933038168565806
SUB0089,Winston AI,mixed,False,0.6817585126807431,4805,CHEM,Senior,0.4892529671282527,0.4203536581906693,0.5314850697600113
SUB0090,Originality.ai,human_written,False,0.33848016858040264,548,HIST,Freshman,0.586020948041781,0.3728235829088448,0.0
SUB0091,Copyleaks,human_written,False,0.5546068663203794,1024,PSYCH,Junior,0.42757586137896225,0.3226684248494597,0.0031532676100812437
SUB0092,Originality.ai,ai_generated,True,0.620965552160109,699,MATH,Graduate,0.4681247952963252,0.41789483992366677,0.8596758646301849
SUB0093,Originality.ai,ai_generated,False,0.07335258156363762,1338,HIST,Freshman,0.5430189346316295,0.3095735833866563,0.7406675110370066
SUB0094,GPTZero,ai_generated,True,0.3089157325954511,3387,HIST,Graduate,0.3413903213384154,0.3629980840347534,0.8630747644784083
SUB0095,GPTZero,ai_generated,True,0.31791719286565107,566,CHEM,Graduate,0.3771853839183469,0.4089009324546451,0.8801212381472544
SUB0096,Originality.ai,mixed,False,0.21735024923273377,4049,CS,Junior,0.37322690623607613,0.3553388983074427,0.3449112161108137
SUB0097,GPTZero,human_written,False,0.07989991689229188,1794,CS,Sophomore,0.3852542369932105,0.44668732901546865,0.1661784135264203
SUB0098,Turnitin,mixed,True,0.1221518803738577,675,HIST,Sophomore,0.49261926257399474,0.3489083878150743,0.42263078069132054
SUB0099,Turnitin,human_written,False,0.28428764721019756,4105,PSYCH,Junior,0.4468731866696449,0.37227209794531524,0.06489846148902069
SUB0100,Winston AI,mixed,False,0.18715625982593753,1544,PHYS,Senior,0.2918197174316297,0.37638603516334224,0.47203397974546346
SUB0101,Turnitin,mixed,True,0.22751653972150818,4525,HIST,Sophomore,0.36822892979869104,0.374245891359262,0.30436186868860543
SUB0102,Turnitin,mixed,True,0.2054394053638426,3960,CS,Sophomore,0.5198279704272329,0.28852828758754206,0.267043728904003
SUB0103,GPTZero,human_written,False,0.6020255957166851,1181,BIO,Graduate,0.34929543505185895,0.2610283109806596,0.0945409292510844
SUB0104,Turnitin,ai_generated,True,0.8552817796836104,2055,ENG,Freshman,0.759627731880496,0.21650496317123222,0.8289488663400258
SUB0105,Copyleaks,human_written,False,0.4537491420067515,3244,BIO,Freshman,0.45512273413588483,0.18230378872300318,0.07461631723825446
SUB0106,Winston AI,human_written,False,0.6097118388797377,2899,ENG,Graduate,0.47176079973705404,0.4193112945851028,0.1606454617834559
SUB0107,GPTZero,ai_generated,True,0.5085272460540013,2038,ENG,Freshman,0.34739977232150054,0.2722455743684448,1.0
SUB0108,Originality.ai,mixed,True,0.37042519256556067,3205,BIO,Senior,0.44822529418253054,0.34892545350763277,0.45295303325218
SUB0109,Originality.ai,human_written,False,0.12170989861312638,2573,MATH,Junior,0.42314386389849595,0.2760407675346291,0.00026290454656101303
SUB0110,GPTZero,human_written,False,0.24807673045161766,4435,PHYS,Graduate,0.3889523643878742,0.28971758695200556,0.20511715178323617
SUB0111,Winston AI,ai_generated,True,0.8244108382828996,3715,BIO,Freshman,0.49112021383870963,0.09826612018775885,0.6467674075015858
SUB0112,GPTZero,mixed,False,0.5418020819785585,3757,CHEM,Sophomore,0.8323316924307147,0.35567358388359355,0.33875530584112734
SUB0113,Originality.ai,mixed,False,0.4983978773973805,3623,ENG,Freshman,0.36310031365088447,0.3197649302899507,0.41010377556285604
SUB0114,Turnitin,human_written,False,0.770624074623635,4728,MATH,Junior,0.47320218214517074,0.11537267406499235,0.023723248485521587
SUB0115,Copyleaks,human_written,False,0.1962657705338643,528,MATH,Senior,0.39507571697485355,0.2200006905304963,0.01189315042918137
SUB0116,Turnitin,human_written,False,0.29559656410569574,1960,MATH,Sophomore,0.537665989850228,0.3809718265087845,0.0476725762519246
